,Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,perg_abstract_result,perg_fulltext_result
30,Recombinant Monoclonal-Antibodies to Lassa Virus - Formation of Reactive Paratopes,"Vladyko, A. S.; Kunitskaya, L. Y.; Krasko, A. G.; Bystrova, S. I.; Pyzhova, N. S.; Lukashevich, I. S.",Eighteen hybrid lines secreting recombinant monoclonal antibodies to Lassa virus were produced by fusion of mouse splenocytes with antibody-secreting X-63 myeloma cells. Interrelations between the structure and reactivity of the antibodies were studied by different serological and immunochemical methods. Monoclonal antibodies were divided into different groups according to their serological properties and macromolecular structure. A comparative analysis of the structure and reactivity of the recombinant monoclonal antibodies showed that the light and heavy Ig-specific chains could form the reactive antibodies when the chains were present in different paratopes of Ig molecules.,1990.0,Nov-Dec,Voprosy virusologii,35,6,488-492,WOS:A1990ET02900016,,,#36,Vladyko 1990,,,EXCLUDE,EXCLUDE
31,Indirect Hemagglutination Test Used to Detect Lassa Virus,"Vladyko, A. S.; Kramarenko, L. P.; Cherednichenko, I. A.; Surikova, L. E.","The isolation of an erythrocyte immunoglobulin diagnostic preparation for indirect hemagglutination test to Lassa virus was described. Data were presented on using this preparation to detect the virus antigen in cell culture and in mice. A correlation was described between the specific activity of the preparation and concentration of toluene-2,4-diisocyanate in indirect hemagglutination test with Lassa virus. Factors were found that affected erythrocyte sensitization. The effects of various immunoglobulin concentrations on the specific activity of the preparation was described. Optimal conditions were established for the production of the preparation. The dynamics of the accumulation of the infection virus in adult white mice and Vero cells was studied. It was shown that the increment of antibody titer in mice in indirect hemagglutination inhibition and neutralization tests is accompanied by a decrease in the titer of the infection virus as well as in a titer of antigen determined in indirect hemagglutination test.",1988.0,1988,Voprosy virusologii,33,4,498-502,BCI:BCI198987104993,,,#37,Vladyko 1988,,Diagnostics,EXCLUDE,EXCLUDE
32,Comparison of Fluorescent-Antibody Technique and Solid-Phase Enzyme-Immunoassay in Detection of Antibodies to Marburg Virus,"Vladyko, A. S.; Chepurnov, A. A.; Maryankova, R. F.; Bystrova, S. I.; Egoricheva, I. N.; Kuzmin, V. A.; Lukashevich, I. S.",,1991.0,Jul-Aug,Voprosy virusologii,36,4,326-328,WOS:A1991GU94100021,,,#38,Vladyko 1991,,,EXCLUDE,EXCLUDE
33,Marburg Virus - Detection of Antigen by Enzyme-Linked-Immunosorbent-Assay,"Vladyko, A. S.; Chepurnov, A. A.; Bystrova, S. I.; Lemeshko, N. N.; Lukashevich, I. S.",Comparative studies of two variants of the enzyme-linked immunosorbent assay (ELISA) were carried out to determine the sensitivity for the detection of Marburg virus antigens in Vero cells. Both competitive and two-antibody ELISA variants detected as little as 5 ng of Marburg virus antigen. The Vero cell monolayer was found to produce 5-50 ng/0.05 ml of the virus-specific proteins at 6 to 8 days postinfection.,1991.0,Sep-Oct,Voprosy virusologii,36,5,419-421,WOS:A1991HE50500023,,,#39,Vladyko 1991,,,EXCLUDE,EXCLUDE
34,[How to treat a patient with indications for an infectious viral hemorrhagic fever],"Visser, L. G.; Schippers, E. F.; Swaan, C. M.; van den Broek, P. J.","Lassa, Ebola, Marburg and Crimean-Congo haemorrhagic fever viruses are the most important causes of viral haemorrhagic fever which is transmitted from person to person through contact with blood or excreta. A non-specific fever may be the initial symptom of viral haemorrhagic fever. By means of carefully noting where the patient has travelled, possible exposure to ill persons, vectors or an animal reservoir, and the incubation period (< or = 21 days versus longer), it is possible to estimate the risk of infection with one of these viruses. Using this approach it is possible to diagnose high-risk patients in good time and to take appropriate measures.",2002.0,2002-Nov-16,Nederlands tijdschrift voor geneeskunde,146,46,2183-8,MEDLINE:12467160,,,#40,Visser 2002,,,EXCLUDE,EXCLUDE
35,Crimean-congo hemorrhagic fever virus glycoprotein proteolytic processing by subtilase SKI-1,"Vincent, M. J.; Sanchez, A. J.; Erickson, B. R.; Basak, A.; Chretien, M.; Seidah, N. G.; Nichol, S. T.","Crimean-Congo hemorrhagic fever (CCHF) virus is a tick-borne member of the genus Nairovirus, family Bunyaviridae. The mature virus glycoproteins, Gn and Gc (previously referred to as G2 and G1), are generated by proteolytic cleavage from precursor proteins. The amino termini of Gn and Gc are immediately preceded by tetrapeptides RRLL and RKPL, respectively, leading to the hypothesis that SKI-1 or related proteases may be involved (A. J. Sanchez, M. J. Vincent, and S. T. Nichol, J. Virol. 76:7263-7275, 2002). In vitro peptide cleavage data show that an RRLL peptide representing the Gn processing site is efficiently cleaved by SKI-1 protease, whereas an RKPL peptide representing the Gc processing site is cleaved at negligible levels. The efficient cleavage of RRLL peptide is consistent with the known recognition sequences of SKI-1, including the sequence determinants involved in the cleavage of the Lassa virus (family Arenaviridae) glycoprotein precursor. These in vitro findings were confirmed by expression of wild-type or mutant CCHF virus glycoproteins in CHO cells engineered to express functional or nonfunctional SKI-1. Gn processing was found to be dependent on functional SKI-1, whereas Gc processing was not. Gn processing occurred in the endoplasmic reticulum-cis Golgi compartments and was dependent on an R at the -4 position within the RRLL recognition motif, consistent with the known cleavage properties of SKI-1. Comparison of SKI-1 cleavage efficiency between peptides representing Lassa virus GP2 and CCHF virus Gn cleavage sites suggests that amino acids flanking the RRLL may modulate the efficiency. The apparent lack of SKI-1 cleavage at the CCHF virus Gc RKPL site indicates that related proteases, other than SKI-1, are likely to be involved in the processing at this site and identical or similar sites utilized in several New World arenaviruses.",2003.0,Aug,Journal of Virology,77,16,8640-8649,WOS:000184462800004,,,#41,Vincent 2003,,,EXCLUDE,EXCLUDE
36,Sequence analysis of L RNA of Lassa virus,"Vieth, S.; Torda, A. E.; Asper, M.; Schmitz, H.; Gunther, S.","The L RNA of three Lassa virus strains originating from Nigeria, Ghana/Ivory Coast, and Sierra Leone was sequenced and the data subjected to structure predictions and phylogenetic analyses. The L gene products had 2218-2221 residues, diverged by 18% at the amino acid level, and contained several conserved regions. Only one region of 504 residues (positions 1043-1546) could be assigned a function, namely that of an RNA polymerase. Secondary structure predictions suggest that this domain is very similar to RNA-dependent RNA polymerases of known structure encoded by plus-strand RNA viruses, permitting a model to be built. Outside the polymerase region, there is little structural data, except for regions of strong alpha-helical content and probably a coiled-coil domain at the N terminus. No evidence for reassortment or recombination during Lassa virus evolution was found. The secondary structure-assisted alignment of the RNA polymerase region permitted a reliable reconstruction of the phylogeny of all negative-strand RNA viruses, indicating that Arenaviridae are most closely related to Nairoviritses. In conclusion, the data provide a basis for structural and functional characterization of the Lassa virus L protein and reveal new insights into the phylogeny of negative-strand RNA viruses. (C) 2003 Elsevier Inc. All rights reserved.",2004.0,Jan 5,Virology,318,1,153-168,WOS:000189243000017,,,#42,Vieth 2004,,,EXCLUDE,EXCLUDE
37,Editor's choice,"Vetter, Norman",,2010.0,Sep,British Medical Bulletin,95,1,1-5,WOS:000281343000001,,,#43,Vetter 2010,,,EXCLUDE,EXCLUDE
38,In silico prediction of B- and T- cell epitope on Lassa virus proteins for peptide based subunit vaccine design,"Verma, Sitansu Kumar; Yadav, Soni; Kumar, Ajay","BACKGROUND: Lassa fever is a severe, often-fatal and one of the most virulent disease in primates. However, the mechanism of escape of virus from the T-cell mediated immune response of the host cell is not explained in any studies yet. In our studies we had aimed to predict B- and T- cell epitope of Lassa virus protein, for impaling the futuristic approach of developing preventive measures against this disease, further we can also study its presumed viral- host mechanism. MATERIALS AND METHODS: Peptide based subunit vaccine was developed from all four protein against Lassa virus. We adopted sequence, 3D structure and fold level in silico analysis to predict B-cell and T-cell epitopes. The 3-D structure was determined for all protein by homology modeling and the modeled structure validated. RESULTS: One T-cell epitope from Glycoprotein (WDCIMTSYQ) and one from Nucleoprotein (WPYIASRTS) binds to maximum no of MHC class I and MHC class II alleles. They also specially bind to HLA alleles namely, A*0201, A*2705, DRB*0101 and DRB*0401. CONCLUSIONS: Taken together, the results indicate the Glycoprotein and nucleoprotein are most suitable vaccine candidates against Lassa virus.",2015.0,2015,Advanced biomedical research,4,,201-201,MEDLINE:26601089,,,#44,Verma 2015,,,EXCLUDE,EXCLUDE
39,Probing the equation of state of asymmetric nuclear matter with isospin diffusion and stopping in heavy-ion collisions,"Verde, G.; Sun, Z. Y.; Tsang, M. B.; Lynch, W. G.; Amorini, F.; Andronenko, L.; Andronenko, M.; Cardella, G.; Chatterje, M.; Danielewicz, P.; De Filippo, E.; Dinh, P.; Galichet, E.; Geraci, E.; Hua, H.; La Guidara, E.; Lanzalone, G.; Liu, H.; Lu, F.; Maiolino, C.; Pagano, A.; Piantelli, S.; Papa, M.; Pirrone, S.; Politi, G.; Porto, F.; Rizzo, F.; Russotto, P.; Santonocito, D.; Zhang, Y. X.","Results from the study of isospin asymmetric Sn+Sn collisions at E/A=35 MeV and 50 MeV, collected with the LASSA and the Chimera detectors at the NSCL of MSU, respectively, are shown. The diffusion of neutrons and protons between projectiles and targets with different N/Z-asymmetries is studied by means of imbalance ratios measurements. The obtained results and their comparison to transport model simulations provide constraints on the density dependence of the symmetry energy. The systematic study of these phenomena at different impact parameters also allows us to explore isospin transparency and stopping phenomena in more central collisions, with important implications about the attainment of chemical equilibrium in central collisions at 35 MeV/nucleon.",2011.0,,,312,,,WOS:000299413400044,,,#45,Verde 2011,,,EXCLUDE,EXCLUDE
40,"Genistein, a general kinase inhibitor, as a potential antiviral for arenaviral hemorrhagic fever as described in the Pirital virus-Syrian golden hamster model","Vela, Eric M.; Knostman, Katherine A.; Mott, Jason M.; Warren, Richard L.; Garver, Jennifer N.; Vela, Lela Johnson; Stammen, Rachelle L.","Arenavinises are rodent-borne negative strand RNA viruses and infection of these viruses in humans may result in disease and hemorrhagic fever. To date, supportive care, ribavirin, and in some cases immune plasma remain the foremost treatment options for arenaviral hemorrhagic fever. Research with the hemorrhagic fever causing-arenaviruses usually requires a Biosafety level (BSL)-4 environment; however, surrogate animal model systems have been developed to preliminarily study and screen various vaccines and antivirals. The Syrian golden hamster-Pirital virus (PIRV) surrogate model of hemorrhagic fever provides an opportunity to test new antivirals in an ABSL-3 setting. Thus, we challenged hamsters, implanted with telemetry, with PIRV and observed viremia and tissue viral titers, and changes in core body temperature, hematology, clinical chemistry, and coagulation parameters. Physical signs of disease of the PIRV-infected hamsters included weight loss, lethargy, petechial rashes, epistaxis, ocular orbital and rectal hemorrhage, and visible signs of neurologic disorders. However, treating animals with genistein, a plant derived isoflavone and general kinase inhibitor, resulted in increased survival rates and led to an improved clinical profile. In all, the results from this study demonstrate the potential of a general kinase inhibitor genistein as an antiviral against arenaviral hemorrhagic fever. (C) 2010 Elsevier B.V. All rights reserved.",2010.0,Sep,Antiviral Research,87,3,318-328,WOS:000282041800004,,,#46,Vela 2010,,,EXCLUDE,EXCLUDE
